spend_all,spend_apg,spend_aer,spend_grf,spend_hcs,spend_acf,spend_tws,spend_retail_no_grocery,spend_retail_w_grocery
-0.0989,-0.16399999999999998,-0.516,0.122,-0.23399999999999999,-0.414,-0.551,0.0873,0.0986
-0.0957,-0.16399999999999998,-0.512,0.115,-0.25,-0.41600000000000004,-0.5489999999999999,0.0784,0.0902
-0.0988,-0.16699999999999998,-0.526,0.106,-0.237,-0.419,-0.535,0.0747,0.0851
-0.10099999999999999,-0.166,-0.537,0.0948,-0.222,-0.42,-0.526,0.0726,0.0799
-0.107,-0.16899999999999998,-0.5529999999999999,0.0825,-0.213,-0.41600000000000004,-0.527,0.068,0.0727
-0.109,-0.174,-0.539,0.0713,-0.2,-0.41200000000000003,-0.527,0.061,0.0642
-0.0968,-0.161,-0.51,0.085,-0.175,-0.42200000000000004,-0.519,0.077,0.0795
-0.0887,-0.147,-0.518,0.102,-0.165,-0.419,-0.512,0.0914,0.0948
-0.0837,-0.13699999999999998,-0.525,0.11599999999999999,-0.154,-0.41100000000000003,-0.504,0.114,0.114
-0.0761,-0.125,-0.511,0.13,-0.168,-0.402,-0.509,0.125,0.126
-0.069,-0.107,-0.506,0.158,-0.182,-0.39799999999999996,-0.511,0.133,0.141
-0.065,-0.0996,-0.504,0.161,-0.193,-0.387,-0.51,0.132,0.142
-0.0689,-0.0963,-0.518,0.161,-0.212,-0.386,-0.514,0.135,0.14300000000000002
-0.0812,-0.11199999999999999,-0.546,0.147,-0.226,-0.382,-0.512,0.11900000000000001,0.128
-0.0935,-0.125,-0.5579999999999999,0.127,-0.247,-0.39,-0.517,0.0996,0.109
-0.109,-0.139,-0.557,0.10300000000000001,-0.287,-0.39899999999999997,-0.5329999999999999,0.067,0.0788
-0.11900000000000001,-0.146,-0.5720000000000001,0.0826,-0.271,-0.405,-0.529,0.054000000000000006,0.0636
-0.127,-0.14800000000000002,-0.563,0.0575,-0.255,-0.40700000000000003,-0.527,0.0496,0.0522
-0.133,-0.145,-0.5589999999999999,0.0543,-0.242,-0.415,-0.529,0.0498,0.0513
-0.128,-0.138,-0.564,0.0642,-0.222,-0.415,-0.529,0.0539,0.0574
-0.11599999999999999,-0.134,-0.568,0.0679,-0.20600000000000002,-0.414,-0.544,0.0597,0.0625
-0.10800000000000001,-0.131,-0.5579999999999999,0.0698,-0.18600000000000003,-0.41200000000000003,-0.527,0.0673,0.0681
-0.0948,-0.11900000000000001,-0.563,0.0824,-0.0957,-0.40700000000000003,-0.51,0.0897,0.0872
-0.10800000000000001,-0.11699999999999999,-0.5870000000000001,0.0584,-0.11699999999999999,-0.426,-0.523,0.0846,0.0753
-0.0807,-0.14400000000000002,-0.604,0.0351,0.0149,-0.44,-0.512,0.0899,0.0708
-0.0716,-0.128,-0.59,0.0745,-0.0381,-0.414,-0.502,0.10099999999999999,0.0923
-0.0711,-0.105,-0.562,0.11,0.0088,-0.405,-0.49700000000000005,0.11900000000000001,0.11599999999999999
-0.0705,-0.0925,-0.56,0.12300000000000001,0.000779,-0.402,-0.491,0.125,0.124
-0.08,-0.0973,-0.5720000000000001,0.11,-0.0507,-0.40399999999999997,-0.508,0.114,0.113
-0.0874,-0.11,-0.568,0.0981,-0.147,-0.405,-0.516,0.0986,0.0985
-0.0873,-0.113,-0.551,0.0938,-0.16699999999999998,-0.401,-0.525,0.095,0.0946
-0.0893,-0.11900000000000001,-0.5670000000000001,0.0923,-0.19,-0.39799999999999996,-0.528,0.0916,0.0919
-0.0829,-0.12300000000000001,-0.561,0.10099999999999999,-0.21100000000000002,-0.396,-0.525,0.0954,0.0974
-0.0912,-0.132,-0.584,0.0754,-0.304,-0.40299999999999997,-0.5379999999999999,0.0792,0.0776
-0.098,-0.157,-0.596,0.0596,-0.299,-0.405,-0.547,0.0715,0.0669
-0.0857,-0.154,-0.586,0.0771,-0.27399999999999997,-0.401,-0.544,0.0685,0.0705
-0.0829,-0.15,-0.583,0.094,-0.244,-0.401,-0.5429999999999999,0.0511,0.0643
-0.0849,-0.151,-0.607,0.106,-0.231,-0.40299999999999997,-0.542,0.0467,0.0651
-0.0879,-0.157,-0.607,0.11,-0.215,-0.402,-0.54,0.0383,0.0605
-0.0883,-0.158,-0.607,0.115,-0.19699999999999998,-0.4,-0.5379999999999999,0.0326,0.0582
-0.0886,-0.16,-0.618,0.11699999999999999,-0.18899999999999997,-0.401,-0.535,0.0365,0.0615
-0.0933,-0.154,-0.619,0.11800000000000001,-0.198,-0.402,-0.537,0.0327,0.0597
-0.0976,-0.15,-0.614,0.114,-0.174,-0.401,-0.536,0.0397,0.0634
-0.0939,-0.152,-0.613,0.111,-0.17,-0.4,-0.535,0.0639,0.0787
-0.0858,-0.152,-0.59,0.11199999999999999,-0.174,-0.396,-0.529,0.0748,0.0866
-0.0845,-0.154,-0.5760000000000001,0.109,-0.184,-0.395,-0.529,0.078,0.08800000000000001
-0.086,-0.159,-0.578,0.105,-0.195,-0.39299999999999996,-0.528,0.0773,0.0861
-0.0887,-0.16399999999999998,-0.5710000000000001,0.10099999999999999,-0.2,-0.39,-0.532,0.0703,0.0802
-0.0907,-0.171,-0.575,0.0967,-0.198,-0.38799999999999996,-0.531,0.067,0.0766
-0.0907,-0.183,-0.583,0.091,-0.213,-0.387,-0.528,0.0669,0.0747
-0.095,-0.185,-0.5660000000000001,0.0865,-0.209,-0.384,-0.528,0.0656,0.0722
-0.095,-0.183,-0.574,0.086,-0.207,-0.38,-0.528,0.0616,0.0694
-0.0986,-0.18100000000000002,-0.58,0.0878,-0.204,-0.375,-0.519,0.0606,0.0694
-0.10400000000000001,-0.18600000000000003,-0.59,0.0829,-0.198,-0.373,-0.515,0.057999999999999996,0.0661
-0.0947,-0.19399999999999998,-0.5770000000000001,0.0779,-0.21600000000000003,-0.373,-0.504,0.0552,0.0625
-0.0912,-0.201,-0.568,0.0719,-0.242,-0.373,-0.499,0.0496,0.0568
-0.0926,-0.2,-0.57,0.0754,-0.237,-0.37200000000000005,-0.501,0.0503,0.0584
-0.0862,-0.196,-0.5770000000000001,0.0818,-0.225,-0.369,-0.496,0.0522,0.0618
-0.0841,-0.18899999999999997,-0.5710000000000001,0.0816,-0.21,-0.371,-0.493,0.0578,0.0655
-0.07400000000000001,-0.179,-0.562,0.0864,-0.19699999999999998,-0.368,-0.496,0.0669,0.0731
-0.062,-0.16399999999999998,-0.539,0.0988,-0.182,-0.361,-0.495,0.0751,0.0828
-0.0671,-0.157,-0.5489999999999999,0.0998,-0.152,-0.36,-0.499,0.078,0.085
-0.0674,-0.152,-0.56,0.0977,-0.13699999999999998,-0.35700000000000004,-0.495,0.0863,0.0899
-0.0634,-0.146,-0.557,0.0943,-0.126,-0.354,-0.49200000000000005,0.0862,0.0887
-0.0655,-0.145,-0.552,0.0864,-0.14300000000000002,-0.353,-0.495,0.0826,0.0837
-0.0669,-0.149,-0.552,0.084,-0.155,-0.345,-0.496,0.0779,0.0797
-0.0698,-0.146,-0.5529999999999999,0.086,-0.171,-0.342,-0.498,0.0768,0.0797
-0.0723,-0.142,-0.557,0.0895,-0.187,-0.342,-0.496,0.0756,0.0801
-0.0707,-0.142,-0.5529999999999999,0.0877,-0.21600000000000003,-0.342,-0.493,0.0707,0.0762
-0.0709,-0.145,-0.552,0.0831,-0.23800000000000002,-0.341,-0.496,0.0644,0.0705
-0.0683,-0.142,-0.551,0.0893,-0.22899999999999998,-0.33799999999999997,-0.494,0.067,0.0742
-0.0652,-0.13699999999999998,-0.5589999999999999,0.0937,-0.20199999999999999,-0.337,-0.491,0.0716,0.0788
-0.0624,-0.126,-0.565,0.0946,-0.191,-0.33399999999999996,-0.491,0.0746,0.081
-0.0559,-0.11900000000000001,-0.5579999999999999,0.10099999999999999,-0.17300000000000001,-0.32799999999999996,-0.488,0.0771,0.0848
-0.0539,-0.11800000000000001,-0.5539999999999999,0.10300000000000001,-0.162,-0.325,-0.485,0.076,0.0847
-0.057999999999999996,-0.11699999999999999,-0.5720000000000001,0.106,-0.156,-0.32799999999999996,-0.483,0.0771,0.0865
-0.0576,-0.113,-0.579,0.115,-0.125,-0.32899999999999996,-0.475,0.0854,0.0952
-0.052000000000000005,-0.115,-0.5710000000000001,0.124,-0.14800000000000002,-0.326,-0.46799999999999997,0.0874,0.0995
-0.0467,-0.11199999999999999,-0.574,0.13,-0.136,-0.326,-0.45899999999999996,0.084,0.0994
-0.0499,-0.127,-0.583,0.12,-0.15,-0.327,-0.45799999999999996,0.0796,0.0932
-0.0551,-0.135,-0.5820000000000001,0.105,-0.166,-0.32799999999999996,-0.46799999999999997,0.0783,0.0873
-0.0634,-0.141,-0.578,0.0875,-0.182,-0.332,-0.47600000000000003,0.0727,0.0775
-0.0576,-0.14400000000000002,-0.564,0.08,-0.16899999999999998,-0.32799999999999996,-0.47100000000000003,0.0663,0.0709
-0.0411,-0.133,-0.469,0.0871,-0.172,-0.32,-0.45399999999999996,0.0708,0.0764
-0.0337,-0.13,-0.447,0.0887,-0.16699999999999998,-0.318,-0.445,0.0751,0.0797
-0.0303,-0.127,-0.452,0.0959,-0.16899999999999998,-0.314,-0.44,0.0769,0.0834
-0.0422,-0.10800000000000001,-0.504,0.11599999999999999,-0.212,-0.3,-0.44299999999999995,0.0811,0.0929
-0.0346,-0.1,-0.499,0.134,-0.222,-0.28300000000000003,-0.429,0.084,0.10099999999999999
-0.0246,-0.122,-0.467,0.079,-0.14300000000000002,-0.305,-0.435,0.0765,0.0774
-0.0534,-0.132,-0.502,0.0552,-0.159,-0.297,-0.446,0.063,0.0601
-0.0845,-0.129,-0.62,0.0534,-0.0973,-0.299,-0.478,0.0621,0.059000000000000004
-0.0495,-0.0695,-0.55,0.105,-0.128,-0.27,-0.466,0.113,0.11
-0.0551,-0.0732,-0.535,0.10300000000000001,-0.258,-0.268,-0.46799999999999997,0.10300000000000001,0.10300000000000001
-0.0557,-0.091,-0.552,0.069,-0.11900000000000001,-0.28800000000000003,-0.47600000000000003,0.0987,0.0889
-0.063,-0.0862,-0.573,0.0679,-0.128,-0.29,-0.485,0.0967,0.087
-0.0763,-0.0944,-0.596,0.0795,-0.145,-0.294,-0.484,0.0815,0.081
-0.0837,-0.099,-0.604,0.0767,-0.149,-0.301,-0.48700000000000004,0.0853,0.0825
-0.0728,-0.0956,-0.5720000000000001,0.0754,-0.10800000000000001,-0.308,-0.49,0.0919,0.0864
-0.0876,-0.0967,-0.589,0.0807,-0.29600000000000004,-0.3,-0.495,0.0719,0.0749
-0.0806,-0.0942,-0.589,0.0885,-0.165,-0.299,-0.493,0.0777,0.0813
-0.0658,-0.0877,-0.557,0.10300000000000001,-0.159,-0.301,-0.488,0.0906,0.0946
-0.0537,-0.0816,-0.546,0.109,-0.151,-0.302,-0.48100000000000004,0.0987,0.102
-0.0455,-0.0761,-0.542,0.11599999999999999,-0.14800000000000002,-0.304,-0.47700000000000004,0.102,0.106
-0.0451,-0.0763,-0.545,0.11900000000000001,-0.109,-0.304,-0.479,0.0985,0.105
-0.0523,-0.0704,-0.57,0.12,-0.19899999999999998,-0.303,-0.47600000000000003,0.0938,0.10300000000000001
-0.0447,-0.0707,-0.5660000000000001,0.125,-0.136,-0.303,-0.467,0.10300000000000001,0.11
-0.0422,-0.0737,-0.5589999999999999,0.125,-0.222,-0.303,-0.467,0.0997,0.10800000000000001
-0.0473,-0.0758,-0.565,0.11699999999999999,-0.2,-0.305,-0.469,0.0917,0.1
-0.0505,-0.0799,-0.561,0.113,-0.177,-0.307,-0.473,0.0866,0.0952
-0.0504,-0.083,-0.547,0.111,-0.14800000000000002,-0.308,-0.475,0.0872,0.0949
-0.0525,-0.0867,-0.555,0.109,-0.149,-0.307,-0.473,0.0854,0.0929
-0.0514,-0.0939,-0.56,0.106,-0.0973,-0.311,-0.479,0.0855,0.0919
-0.0566,-0.0978,-0.5529999999999999,0.099,-0.105,-0.313,-0.48100000000000004,0.0753,0.0829
-0.0599,-0.098,-0.53,0.102,-0.155,-0.308,-0.469,0.0701,0.0804
-0.0573,-0.0945,-0.5429999999999999,0.109,-0.152,-0.302,-0.465,0.0756,0.0865
-0.0572,-0.0918,-0.556,0.106,-0.14800000000000002,-0.3,-0.461,0.0788,0.0876
-0.0549,-0.092,-0.5589999999999999,0.10800000000000001,-0.14800000000000002,-0.299,-0.46,0.0808,0.0895
-0.048,-0.0929,-0.547,0.115,-0.152,-0.302,-0.45799999999999996,0.0845,0.0945
-0.0464,-0.0904,-0.536,0.12,-0.15,-0.302,-0.452,0.0848,0.0962
-0.0475,-0.0903,-0.542,0.11900000000000001,-0.14400000000000002,-0.299,-0.452,0.086,0.0967
-0.0418,-0.0908,-0.5670000000000001,0.11699999999999999,-0.0892,-0.297,-0.457,0.0865,0.0962
-0.0345,-0.08900000000000001,-0.555,0.12300000000000001,-0.0903,-0.293,-0.45399999999999996,0.0918,0.102
-0.0365,-0.0984,-0.54,0.122,-0.10099999999999999,-0.292,-0.45399999999999996,0.0865,0.098
-0.0401,-0.10300000000000001,-0.5379999999999999,0.11199999999999999,-0.11,-0.293,-0.45299999999999996,0.0806,0.0907
-0.0458,-0.111,-0.562,0.109,-0.128,-0.297,-0.45299999999999996,0.0725,0.0844
-0.0379,-0.106,-0.5429999999999999,0.109,-0.131,-0.29600000000000004,-0.457,0.0887,0.0955
-0.0352,-0.10400000000000001,-0.5660000000000001,0.105,-0.161,-0.301,-0.45799999999999996,0.105,0.105
-0.0298,-0.0995,-0.546,0.10099999999999999,-0.16699999999999998,-0.302,-0.455,0.11900000000000001,0.113
-0.0417,-0.0995,-0.564,0.0924,-0.165,-0.304,-0.46299999999999997,0.11900000000000001,0.11
-0.0401,-0.0994,-0.575,0.0934,-0.149,-0.302,-0.46299999999999997,0.122,0.113
-0.0358,-0.0936,-0.5760000000000001,0.102,-0.135,-0.299,-0.46,0.128,0.12
-0.0403,-0.0883,-0.5920000000000001,0.106,-0.157,-0.29600000000000004,-0.46,0.128,0.121
-0.0436,-0.0921,-0.597,0.0976,-0.141,-0.294,-0.462,0.114,0.109
-0.0509,-0.0926,-0.59,0.1,-0.17800000000000002,-0.29100000000000004,-0.462,0.10099999999999999,0.10099999999999999
-0.0477,-0.0942,-0.593,0.10400000000000001,-0.10400000000000001,-0.289,-0.465,0.0986,0.1
-0.0424,-0.0946,-0.5770000000000001,0.10300000000000001,-0.105,-0.29100000000000004,-0.46299999999999997,0.0905,0.0949
-0.0377,-0.085,-0.5579999999999999,0.10800000000000001,-0.11900000000000001,-0.293,-0.461,0.0932,0.0983
-0.0385,-0.0871,-0.55,0.106,-0.134,-0.29600000000000004,-0.461,0.0936,0.0977
-0.0446,-0.0912,-0.5529999999999999,0.0943,-0.11199999999999999,-0.29600000000000004,-0.467,0.0859,0.0886
-0.0449,-0.0791,-0.551,0.1,-0.145,-0.29100000000000004,-0.46399999999999997,0.0906,0.0937
-0.0469,-0.0785,-0.552,0.105,-0.14,-0.29,-0.46799999999999997,0.0881,0.0936
-0.0478,-0.0838,-0.547,0.115,-0.157,-0.292,-0.473,0.0867,0.096
-0.0425,-0.09300000000000001,-0.5489999999999999,0.11800000000000001,-0.153,-0.294,-0.47600000000000003,0.0966,0.10400000000000001
-0.0479,-0.102,-0.555,0.12300000000000001,-0.142,-0.3,-0.474,0.0898,0.1
-0.0624,-0.105,-0.568,0.11800000000000001,-0.135,-0.302,-0.47700000000000004,0.0841,0.0951
-0.0498,-0.12,-0.536,0.127,-0.105,-0.303,-0.46299999999999997,0.079,0.0946
-0.053,-0.136,-0.529,0.133,-0.191,-0.303,-0.455,0.0635,0.0865
-0.0615,-0.15,-0.526,0.11599999999999999,-0.17600000000000002,-0.309,-0.457,0.053,0.0735
-0.0651,-0.155,-0.531,0.102,-0.18,-0.318,-0.46,0.0469,0.0643
-0.066,-0.136,-0.528,0.105,-0.16899999999999998,-0.317,-0.456,0.039,0.0601
-0.0592,-0.12300000000000001,-0.526,0.10800000000000001,-0.163,-0.307,-0.45799999999999996,0.0436,0.0638
-0.0446,-0.124,-0.517,0.114,-0.152,-0.308,-0.457,0.0457,0.0672
-0.0283,-0.0341,-0.564,0.155,-0.135,-0.306,-0.478,0.133,0.14
